metric,model_A,model_B,mean_A,mean_B,delta,ci_low,ci_high,p_raw,p_BH,p_holm,sig_raw,sig_BH,sig_holm
bal_acc,DT,Transformer,0.6157896373458372,0.5902472164473375,0.025542420898499774,0.0029720449465067134,0.04685360761010692,0.03,0.04122137404580153,1,TRUE,TRUE,FALSE
bal_acc,DT,XGB (default),0.6157896373458372,0.6153074147476287,4.8222259820852284e-4,-0.021289788408479216,0.019697421998212807,0.932,0.9465168539325843,1,FALSE,FALSE,FALSE
bal_acc,DT,XGB (tuned),0.6157896373458372,0.6428511335204001,-0.02706149617456293,-0.04690522886712727,-0.006446889097052695,0.006,0.008852459016393444,0.36,TRUE,TRUE,FALSE
bal_acc,LGB (default),LGB (tuned),0.5896914990090194,0.5924022125008912,-0.002710713491871843,-0.0072894551289668244,0.0019815695239820265,0.296,0.35519999999999996,1,FALSE,FALSE,FALSE
bal_acc,LGB (default),LR,0.5896914990090194,0.6338292854408476,-0.04413778643182824,-0.06595532768983332,-0.02240638214055038,0,0,0,TRUE,TRUE,TRUE
bal_acc,LGB (default),RF (default),0.5896914990090194,0.5776772020554244,0.012014296953594957,0.0015603578073103024,0.022313883141160236,0.018,0.02511627906976744,0.9359999999999999,TRUE,TRUE,FALSE
bal_acc,LGB (default),RF (tuned),0.5896914990090194,0.5803114771867628,0.009380021822256581,5.496637041507516e-4,0.018202744671274296,0.042,0.056,1,TRUE,FALSE,FALSE
bal_acc,LGB (default),Transformer,0.5896914990090194,0.5902472164473375,-5.557174383181053e-4,-0.02152171537448594,0.021956523340315712,0.942,0.9472625698324022,1,FALSE,FALSE,FALSE
bal_acc,LGB (default),XGB (default),0.5896914990090194,0.6153074147476287,-0.025615915738609357,-0.03808236560337074,-0.012220455183643161,0,0,0,TRUE,TRUE,TRUE
bal_acc,LGB (default),XGB (tuned),0.5896914990090194,0.6428511335204001,-0.05315963451138082,-0.07506092975413918,-0.032845274698442666,0,0,0,TRUE,TRUE,TRUE
bal_acc,LGB (tuned),LR,0.5924022125008912,0.6338292854408476,-0.04142707293995639,-0.06296934314845755,-0.01835239674887975,0.002,0.003103448275862069,0.138,TRUE,TRUE,FALSE
bal_acc,LGB (tuned),RF (default),0.5924022125008912,0.5776772020554244,0.014725010445466803,0.0047884145503133925,0.025242686236073595,0,0,0,TRUE,TRUE,TRUE
bal_acc,LGB (tuned),RF (tuned),0.5924022125008912,0.5803114771867628,0.012090735314128423,0.0040410610260375734,0.020182249866485456,0.002,0.003103448275862069,0.138,TRUE,TRUE,FALSE
